genre,question,answer,a,b,c,d
religion-faith,Which of these is a work by Emanuel Swedenborg?,1,Heaven and Hell,All of these,The Last Judgment,Arcana Coelestia
religion-faith,"What happened in April 1745, when Emanuel Swedenborg was having dinner in a private room at a London tavern.",2,Darkness fell upon his eyes.,He hurried home.,All of these,"He saw a man sitting in the corner, who told him: Do not eat too much!"
religion-faith,How many saints are recognized in Judaism ?,3,613,3,4,0
religion-faith,The first five books of the Old Testament are referred to as what?,0,The Torah,The Sacred Writings of Abraham,The Code,The Bible
religion-faith,"In Judaism, who is considered to be the first Jew ?",0,Abraham,Moses,Noah,Adam
religion-faith,Why is the city of Hebron so important to Judaism ?,1,It is where the first Capital of Israel stood,"It is believed that Abraham, Sarah, Issac, Rebekkah, Leah and Jacob are buried there",It was a stop on the way out of Egypt,It is where Jeremiah was born
religion-faith,"In the context of Judaism, who was Abrahams wife ?",2,Leah,Rachel,Sarah,Rebekkah
religion-faith,How many laws are in the first five books of the Old Testament?,2,2150,1000,613,100
religion-faith,Why will Jews not eat pork?,2,Pigs are symbols of evil,Pigs cause disease if not properly cooked,Pigs do not chew their cud and they do not have cloven hoofs,Pigs are dirty
religion-faith,"In Judaism, what do we call food that is permissible to be eaten?",1,Parve,Kosher,Fleisch,Gribnitz
religion-faith,What does the word Rabbi mean?,3,My overseer,MY priest,My leader,My teacher
religion-faith,The first woman accused of witchcraft was burned around 1275. This was the reason for her condemnation.,3,Bringing misfortune,Participating in witch ring-dance rituals,Healing a child with magical water,Having intercourse with the devil
religion-faith,"Many of witchcraft confessions were extorted by means of torture, called ordeal. This method of torture was not used during the process of the ordeal.",2,The Iron Maiden,The Thumbscrew,The sound of trickling water,Hot pincers
religion-faith,"Burning women who were supposedly witches was a common practice on the European continent. In England, however, they punished witches in this way.",1,Starved them to death,Hanged them,Buried them alive,Stabbed them with a silver lance
religion-faith,"Most of the victims of the witch hunts were women. However, there were some men also burned, accused of being witches. This is why.",2,They were more intelligent than other people,They collected herbs,They tried to protect women accused of witchcraft,They often went out for a walk during full moon
religion-faith,"As the witch hunts expanded, any woman could be tried as a witch, but in the beginning these were the most common victims of the Holy Inquisition.",2,Educated women,Beautiful young girls,"Old, lonely women",Women of middle age who gave birth to twins
religion-faith,"Witch hunts still exist today. In 1981 a woman was killed by the mob, throwing stones at her as they believed she was a witch. This was the reason for stoning her to death.",0,Her sorcery incited the attack upon Pope John Paul II,Her spells were the reason for the ozone hole,Her magic killed the child of a neighbour,Her sorcery caused a tsunami in Mexico
religion-faith,"According to The Old Testament, the prophet Jonah was sent to which city to warn its inhabitants of the coming judgment on them?",0,Ninevah,Joppa,Ai,Tarshish
religion-faith,"According to the Book of Genesis, what did G-D  create last, on the sixth day, as almost an afterthought?",1,Eve,Adam,The fishes of the waters,The birds of prey
religion-faith,What was the name of Abrahams first wife?,0,Sarah,Haggar,Haggai,Ruth
religion-faith,Who was Issacs wife according to Genesis?,1,Leah,Rebecca,Rachel,Ruth
religion-faith,"Judaism has three  Patriarchs -Abraham, Issac, and Jacob. Who are the four Matriarchs?",2,"Sarah, Rebecca, Ruth, Naomi","Sarah , Rebecca , Rachel, Ruth","Sarah, Rebecca, Leah, Rachel","Sarah , Rebecca , Leah, Ruth"
religion-faith,Which of these is not one of Jacobs twelve sons?,2,Naphtali,Gad,Ephraim,Zebulon
religion-faith,What is the name of Jacobs only daughter according to Genesis?,0,Dina,Leah,Laban,Mileah
religion-faith,The  Book of Genesis contains the first Biblical reference to someone being put into prison. Who was  put into prison?,3,Cain,Potiphar,Judah,Joseph
religion-faith,"Who was the third son of Adam and Eve, sometimes described as the quiet one?",0,Seth,Eli,Abel,Nahor
religion-faith,The Hebrew people lived in the first ghetto when they were in Egypt. Where was this place?,3,Cannan,Barnes-Kaddesh,Nubia,Goshen
religion-faith,In which of the following lands did Job live when he was first mentioned in the book of Job?,1,Judea,Uz,Galilee,Nazareth
religion-faith,This Biblical character is Jacobs father-in-law as well as father of Rachel and Leah.,0,Laban,Terah,Noah,Aram-balam
religion-faith,Which is the sixth book of the New Testament?,1,Mark,Romans,Galatians,Luke
religion-faith,What kind of person may you call Judas?,2,Someone who follows you,A thief,A friend who betrayed you,A person who committed suicide
religion-faith,Which of the following events can be referred to as an Armageddon?,3,A battle between former allies,A death of a charismatic leader,The last gathering of a group of friends,The last and completely destructive battle
religion-faith,Which use of Goliath is correct?,2,Switzerland is the Goliath of international politics.,The FIFA 2006 World Cup final between France and Italy was like David against Goliath.,The local grocery successfully competed against the nearby Goliath supermaket,Fiesta is a real Goliath among Fords models.
religion-faith,How would you describe a Samaritan?,0,A person who helps people in need,An enemy,A person who migrates to a foreign country,An egoist
religion-faith,Who is the salt of the earth?,1,People who spread gossips,"Decent, reliable people",People who do not keep their word,All Christians
religion-faith,Who can be best described as doubting Thomas?,0,Someone who believes only what he sees,Anyone who doesnt believe in God,A left-wing politician,"A scientist (especially in physics, mathematics, chemistry and biology)"
religion-faith,Which of the following can be described as a prodigal son?,1,The youngest son in the family,A young man who wastes his parents money on parties,A son that is very obedient and does dutifully everything his parents tell him,The firstborn son
religion-faith,What does the sentence Ann was the apple of Marks eye tell us about the relation between those two?,1,Mark hates Ann.,Mark is deeply in love with Ann.,Ann is deeply in love with Mark.,Ann hates Mark.
religion-faith,What characteristic is commonly attributed to King Solomon?,3,Wealth,Lust,Hunger,Wisdom
religion-faith,"What message am I conveying, if I say I dont know him from Adam?",2,I know very little about the person.,"In spite of the negative form, the idiom means that you know someone very well.",The person is completely unknown to me.,I dont know his true character.
religion-faith,What does the phrase of biblical proportions mean?,0,"of a vast, enormous scale",of little importance,related to a flood,very sinful in its nature
religion-faith,"If John knows Mary in the biblical sense, what can we say about the pair?",1,Mary is Johns sister.,They have had sex.,Their parents decided about their marriage.,"They are in a Platonic relationship (ie. love, but no sex)."
religion-faith,"Who said the following: It is not the healthy who need a doctor, but the sick. But go and learn what this means: I desire mercy, not sacrifice. For I have not come to call the righteous, but sinners.",1,John,Jesus,Joseph,Matthew
religion-faith,"Name the Biblical character who delivered these words: Pick me up and throw me into the sea, and it will become calm, I know that is is my fault that this great storm has come upon you.",3,Obadiah,Micah,Haggai,Jonah
religion-faith,"Who delivered these words: Suppose I go to the Israelites and say to them, The God of your fathers has sent me to you, and they ask me, ‘What is his name? Then what shall I tell them?",2,Joseph,Jonah,Moses,Aaron
religion-faith,What is the symbol of the dhamma (dharma)?,1,flag,wheel,chair,flower
religion-faith,What Buddhist term refers to the cycle of reincarnation or rebirth?,1,Dharma,Samsara,Naraka,Asura
religion-faith,What does the word buddha mean?,3,light,the only one,god,awake
religion-faith,What is the path to happiness in Buddhism?,3,ancient path,path of freedom,path of love,middle way
religion-faith,According to Buddhism what are the3 evil roots/defilements that hide the truth from us?,3,"hatred, greed, selfishness","delusion, confusion, anger","delusion, hatred, jealousy","delusion, hatred, greed"
religion-faith,In Buddhism which of these beings inhabit Hells?,2,Brahmas,Preta,Naraka beings,Asuras
science-technology,Clouds are made up of these.,1,Carbon atoms,Water droplets and ice crystals,Oxygen ions,Dust mites
science-technology,This formation is a conical hill or mountain. It is formed by mantle material being pressed through an opening in the Earths crust.,0,A volcano,A hill,An earthquake,A geyser
science-technology,"Japan suffers from this event very often. It is the sudden, light or violent movement of the earths surface caused by the release of energy in the earths crust.",1,Volcano,Earthquake,Tide,Tsunami
science-technology,It is the only continent that does not have land areas below sea level.,2,Australia,South America,Antarctica,Arctica
science-technology,It is the longest river in the world,2,Themes,The Amazon,The Nile,Danube
science-technology,"Why do travelers to La Paz, Bolivia, often become ill as soon as they arrive?",3,Because of the high temperature,Because of the humidity,Because of the soil quality,Because of the altitude
science-technology,"In the US, why do we change our clocks on the daylight saving time dates in April and October?",0,To conserve energy,To increase the hours of the day,To extend the working day,Because the tourist period in most countries starts in May
science-technology,These are places of arid land with really low rainfall and high tempertures variation. Their vegetation is insignificant and the population of people and animals is very limited.,3,Oceans,Raiforests,The equator,Deserts
science-technology,This is a gemstone made by fossilized tree sap that is at least 30 million years old.,1,Obsidian,Amber,Tourmaline,Malachite
science-technology,This is the largest island on Earth and one third of it is a national park.,0,Greenland,Madagaskar,Australia,Alaska
science-technology,Which of these organs has no known function in the human body?,1,tonsils,appendix,uvula,pineal gland
science-technology,The main function of this organ of respiration is to transport oxygen from the atmosphere into the bloodstream.,3,stomach,diaphragm,trachea,lung
science-technology,This gland is shaped like a butterfly and helps regulate energy in the body.,1,parathyroid,thyroid,adrenal,thymus
science-technology,These organs are very sensitive and often fail in people with very high blood pressure or diabetes.,1,pancreas,kidneys,ovaries,lungs
science-technology,This is one of the first signs of pregnancy.,1,Swollen Feet,Missed period,Hair loss,Waddling
science-technology,This doctor takes care of you and your baby during pregnancy.,2,Psychologist,Periodontist,Obstetrician,Pediatrician
science-technology,What is the most common method of child birth?,1,Cesarean,Vaginal,Water birth,In Vitro Fertilization
science-technology,What are common side effects of pregnancy?,2,Stretch marks,Morning Sickness,All of the these,Weight gain
science-technology,"How far along are you approximately, when you feel the baby move for the first time?",3,10 weeks,35 weeks,2 weeks,20 weeks
science-technology,What is suggested that you not do several hours before you go into labor?  It could get you embarrassed.,3,Eat fish,Have sex,Talk on the phone,Eat food
science-technology,What is also delivered along with the baby or immediately after its birth?,2,Feet,Shoulders,Placenta,Handbook
science-technology,These small bodies are considered left overs from the formation of the Solar system some 4.6 billion years ago.,3,Comets,Stars,Planets,Asteroids
science-technology,These are lumps of ice and dust.  When they get close enough to the Sun they gradually evaporate.  Jets of gas and dust create long tails that people can see from Earth.,1,Asteroids,Comets,UFOs,Stars
science-technology,This planet is slightly smaller than Earth and its closest neighbor (excluding the Moon).,0,Venus,Uranus,Mars,Saturn
science-technology,"This planet is has the largest  group of moons - 31, but it is best known for its ring system.",2,Neptune,Mars,Saturn,Venus
science-technology,This planet of the Solar System was named after a Greek god of the sea and earthquakes. The name is actually the Roman translation of the gods name.,1,Mercury,Neptune,Pluto,Uranus
science-technology,"As this is the closest planet to the Sun, its temperatures at the surface range between -300 and 800 F (hot enough for lead to melt).",1,Neptune,Mercury,Pluto,Venus
science-technology,"The surface of this planet is unique, it is the only one which has water in large quantities.",2,Saturn,Pluto,Earth,Mars
science-technology,Which Solar System celestial bodys revolution around the Sun takes 248 years?,1,Saturn,Pluto,Neptune,Uranus
science-technology,This is the largest planet in our solar system. It is most famous for its Great Red Spot.,3,Mars,Neptune,Saturn,Jupiter
science-technology,"Miranda, Ariel, Umbriel, Titania, Oberon, Caliban, and Sycorax are names of the icy moons of this planet.",0,Uranus,Jupiter,Saturn,Venus
science-technology,An icon or animation to represent a participant used in Internet chat and games is referred to as this.,3,Bitmap,Cookie,Applet,Avatar
science-technology,"If you and I are chatting over the Internet and I write LOL, that means that I am doing this.",1,Crying,Laughing,Sleeping,Eating
science-technology,http://www.123facts.com/ is referred to as this.,2,TCP,WAP,URL,USB
science-technology,One of the following pairs (chat abbreviation - its  meaning) is wrong.,2,BRB - Be Right Back,ATM - At The Moment,TTYL - To Tell You a Lie,TIA - Thanks In Advance
science-technology,One of these things will not help you to get in touch with your neighbours PC.,2,Hub,Router,Cache server,Network card
science-technology,"In chat jargon, the emoticon  [8-] refers to this person.",2,Elvis,Ronald Regan,Frankenstein,The Pope
science-technology,"The medical term cardio, deriving from a Greek word, refers to which organ of the human body?",3,Brain,Liver,Lungs,Heart
science-technology,The term arthro is of Greek origin. It refers to which part of the body?,3,Head,Skin,Bone,Joint
science-technology,"Gastro is a common medical prefix, derived from the Greek word gastros which means what?",3,Gas,Brain,Cell,Stomach
science-technology,"Erythrocytes are a type of blood cells, consisting mainly of hemoglobin. What does the word erythro mean?",0,Red,Knowledge,Cell,White
science-technology,"The word adeno, deriving from Greek, refers to which to what body part?",2,Flesh,Brain,Gland,Kidney
science-technology,"Onco, coming from the Greek word onkos refers to what?",3,Ear,Nerve,Eye,Tumor
science-technology,"The food colorants, cochineal and carmine, are made from what?",1,Frogs,A kind of insect,FDC Red Dye #40,None of these
science-technology,"Jell-O, the popular gelatin dessert, is made in part, from what?",0,Bones and hides,Red ants,None of these,Horses and cows hooves
science-technology,"Which of these statements, related to the effects of eating turkey, is true?",3,Turkey slows your metabolic rate which makes you drowsy,A turkey makes you sleepy as it contains the natural sedative L-tryptophan,Increased blood flow to the gastrointestinal tract makes one drowsy,None of these
science-technology,What food results in negative calories when eaten?,2,Carrots,Celery,All of these,Radishes
science-technology,"Chop Suey, a pasta dish consisting of short noodles, was originally made and served in which country?",1,Thailand,USA,China,Vietnam
science-technology,"In 2003, the FDA issued a warning about a possible connection between green onions and which disease?",2,None of these,Gall stones,Hepatitis A,Cancer
science-technology,"This progressive generative disease of the brain results in loss of cognitive ability and uncontrolled movements, called chorea, the Greek word for dance.",3,Alzheimers Disease,Myasthenia Gravis,Multiple Sclerosis,Huntingtons Disease
science-technology,Which of these is best describes the cause of Parkinsons disease?,3,A brain injury,Changes in the myelin sheath of the neuron,Decreased blood flow to the brain,A decrease in a neurotransmitter
science-technology,"If your physician tells you that you have Presbycusis due to the normal process of aging, he may suggest that you need which of these?",3,Dentures,Glasses,A wheelchair,Hearing aid
science-technology,Which of these medical terms means difficulty in swallowing.,3,dyspepsia,dysuria,dyspnea,dysphagia
science-technology,"If you have hyperthyroidism, your body is overproducing what hormone?",1,Estrogen,Thyroxine,Glucagon,Thyrocalcitonin
science-technology,"Which of these most accurately describes the medical term, necrosis?",1,Irregular heartbeat,Death of living tissue,Decrease in white blood cells,Liver damage
science-technology,"Your physician has ordered an electroencephalogram (EEG), the graphic recording of the electrical activity of what organ?",3,Muscles,Liver,Heart,Brain
science-technology,"In the US, what was the average street cost of a lid (3/4 ounce bag) of marijuana in the mid 1970s?",2,$20.00,$10.00,$15.00,$5.00
science-technology,"Marijuana is known by many names, including all of these but one. Which is the odd name?",3,Mary Jane,Weed,Pot,Janu
science-technology,What is marijuanas primary active ingredient?,0,THC,TCB,TAC,TBC
science-technology,How many different chemicals can be found in marijuana?,2,150,Less than 5,More than 400,200
science-technology,Which side effect is not related to the use of marijuana?,3,Silly and causeless giggling,"Red, bloodshot eyes",Dizziness and staggering,Violent behaviour
science-technology,"With the passage of the Marijuana Tax Act, the United States effectively banned recreational and medicinal use of cannabis. What year was this act adopted?",1,1945,1937,1972,1965
science-technology,"By amending its Opium Act in 1976, the government of which country decided to treat possession of up to 30 grams of marijuana as an activity not for prosecution, detection or arrest?",1,Columbia,Holland,Canada,USA
science-technology,"What US state enacted Proposition 215, the Compassionate Use Act, which allowed sick and dying patients to legally use marijuana for medicinal purposes?",2,Alabama,Hawaii,California,Ohio
science-technology,"The sphygmomanometer is a device invented by Samuel Siegfried Karl Ritter von Basch, used to measure what?",0,Blood pressure,Myopia,Intensity of headaches,Heart murmurs
science-technology,This disorder is the abnormal accumulation of cerebrospinal fluid in the ventricles of the brain.,3,Spina bifida,Multiple sclerosis,Epilepsy,Hydrocephalus
science-technology,"This is the colloquial equivalent of the medical term Herpes zoster, which is used to define a condition, caused by the varicella zoster virus.",3,Cold sores,Sementia,Mumps,Shingles
science-technology,"Pre-eclampsia, thought to be caused by inflammatory mediators, is a medical condition associated with which of these?",0,Pregnancy,Eye infections,Brain tumor,Bronchitis
science-technology,"What medical term is synonym of jaundice, a condition characterized by yellowing of the skin, sclera and mucous membranes?",0,Icterus,Ascites,Anorexia,Nausea
science-technology,The presence of gallstones in the gallbladder is defined by what medical term?,2,Dysentery,Hepatitis,Cholelithiasis,Cirrhosis
science-technology,"The term encephalon, defined as the brain of a vertebrate, derives from a Greek word which means what?",3,In the mind,Forehead,In the backbone,In the head
science-technology,The term blepharo derives from a Greek word and refers to which part of the body?,2,Artery,Larynx,Eyelid,Lungs
science-technology,Which of these medical terms refers to air passages in the lungs?,3,Neurons,Axons,Terminals,Bronchial tubes
science-technology,"The word phlebo is of Greek origin, which comes from the root phlein, meaning to gush or to overflow.  What part of the body does this word refer to?",3,Aorta,Arteries,Capillaries,Veins
science-technology,The medical prefix bucco refers to which part of the head?,2,Forehead,Eye,Cheek,Nose
science-technology,"The medical prefix oophoro, which derives from Greek, refers to which part of the body?",3,Muscle,Uterus,Abdomen,Ovary
science-technology,"The prefix of Greek origin, oto is used in medical terminology to refer to what body part?",2,Nose,Mouth,Ear,Eye
science-technology,"Scientists differentiate what three basic types of memory, based on the duration of memory retention?",3,"Episodic memory, procedural memory, and semantic memory","Temporary memory, average memory, and permanent memory","Momentary memory, short-term memory, and permanent memory","Sensory memory, short-term memory, and long-term memory"
science-technology,To which of these essential human abilities is memory closely related?,0,All of these,Learning,Understanding,Speaking
science-technology,"Procedural Memory, a category of the long-term memory, refers to which of these basic human abilities?",3,The ability to gain and store general knowledge and information,The ability to consciously retrieve stored facts and information,The artistic and creative abilities,The ability to acquire and develop skills
science-technology,"Typically, how many random items can human short-term memory store?",2,3-4,9-11,6-8,15-17
science-technology,Déjà Vu is one of the curios brain phenomenon. Which of these most accurately describes the term?,0,A sensation of something seen or experienced before,A spontaneous involuntary creation of a false memory,A sudden flash of a long forgotten memory,The feeling that something familiar was never seen before
science-technology,Which of these most accurately explains the controversial issue of  false memories?,0,Memories formed under the influence of misleading suggestions and clues,None of these,Memories lacking coherent and logical rationale,Memories causing false sensations
science-technology,"One of the most basic characteristics of our memory is the ability to forget, which is considered to be this type of function.",1,Developing function,Adaptive function,Cognitive function,Protective function
science-technology,"Amnesia, the loss of significant amount of important information, is a memory impairment which happens as a result of which of these?",3,Specific malfunctions in the brain,Physical injury,Psychological trauma,All of these
science-technology,"In the study of memory, what does the term mnemonist refer to?",0,Individual with exceptional memory,Individual with severe memory disorders,Individual who tends to create false memories,Individual who has recovered from amnesia
science-technology,What is the main cause for most pandemics in history?,0,The domestication of animals,Human negligence,Genetic experiments,The bad hygiene of the people
science-technology,During which war did the first known pandemic take place?  It dates back to 430 BC.,0,The Peloponnesian War,The Punic Wars,The Persian Wars,The Trojan War
science-technology,Which Roman emperor died of Antonine plague? This plague was actually named after him.,0,Marcus Aurelius,Vespasian,Claudius,Augustus
science-technology,"At this stage of the plague, one of the the symptoms is the presence of black patches on the skin.",1,Plague of Justinian,Septicemic Plague,Pneumonic Plague,Bubonic Plague
science-technology,This disease had 7 pandemics and is still causing epidemics.,1,Plague,Cholera,Typhus,Influenza
science-technology,This terrible disease killed as much as 5% of the worlds population and affected almost 20% in just six months.,0,Spanish Flu,Measles,Bubonic plague,Cholera
science-technology,Which of these countries did cholera affect most?,2,USA,Italy,Russia,France
science-technology,This is one of the most common health problems that comes from being overweight.,1,Fainting,High blood pressure,Vertigo,Low blood pressure
science-technology,"In the USA, obesity is the second leading cause of preventable death after this one.",3,Stress,Drugs,Pollution,Smoking
science-technology,How many people are overweight around the world?,3,More than 3 million,More than 1 million,More than 5 million,More than 1 billion
science-technology,"When starting a diet you have to consume at least this number of calories per day, otherwise you will lose muscle.",3,2000,1000,1500,1200
science-technology,Which of the following has the most fat?,2,Cottage Cheese,Feta,American Blue Cheese,Parmesan
science-technology,Body Mass Index (BMI) is the relation between body mass and height.  If your BMI is in this range then you are considered overweight.,0,25 to 29.9,20 to 24.9,15 - 19.9,10 - 14.9
science-technology,This is the most recommended activity that helps prevent or fight obesity.,1,Quitting alcohol,Getting exercise,Eating salads only,Drinking a lot of water
science-technology,At what time in a womans life is she most likely to gain the most weight?,1,After the age of 60,During pregnancy,Before her menstruation,During menopause
science-technology,What does being obese in some countries with food shortages symbolizes?,0,Wealth,Wisdom,Divinity,Well-being
science-technology,"Jason has 3 quarters, 8 nickels, 6 dimes and 3 pennies. How much money does he have?",1,$0.35,$1.78,$2.58,$1.93
science-technology,"What is the next number in the following sequence: 42, 48, 54, __?",3,64,50,58,60
science-technology,"6 is a multiple of 2 and 3, 9 is a multiple of 3 only, 10 is a multiple of 5 and what other number?",1,10,2,15,5
science-technology,"How would you write 236,598 out in words?",1,"Two million, thirty-six thousand, five hundred ninety-eight","Two hundred, thirty-six thousand, five hundred ninety-eight","Three hundred, thirty-six thousand, six hundred ninety-eight","Two hundred, three thousand, five hundred ninety-seven"
science-technology,The eyes of a baby weigh about 1/400 of its entire body mass. How much do the eyes of an adult weigh?,1,1/1000 of the body mass,1/4000 of the body mass,1/20000 of the body mass,1/10000 of the body mass
science-technology,"An adult salivates this much per day, on average.",2,2 liters (1/2 gallons),0.1 liters (0.026gallons),1 liter (1/4 gallons),1.2 liters (0.32 gallons)
science-technology,How long are the intestines of an average adult? (large and small),2,approx 1-2 meters (3-6.5 feet),approx 19-20 meters (62-65 feet),approx 8-9 meters (26-29.5 feet),approx 15-16 meters (49-52.5 feet)
science-technology,The growth hormone is released from this gland.,1,Pancreas,Hypophysis,Adrenal Gland,Pineal Gland
science-technology,How many teeth does an average human have?,3,28,29,34,32
science-technology,"What can microexpressions, a type of tiny fleeting facial expressions, help you understand about the person you are talking with?",3,Their real attitude towards the topic,Their emotional state,Whether they are telling the truth or not,All of these
science-technology,Which one of these statements about facial microexpressions is not true?,3,Microexpressions are involuntary.,Microexpressions can be controlled with certain types of chemicals.,Microexpressions contain much more information than common expressions.,Microexpressions can be easily read by any person.
science-technology,"Kismet, a complicated technological achievement, is a very important step in the understanding of human facial expressions and their role in socialising. What is actually Kismet?",2,A technique for enhancing the ability of the face to conduct emotions,"A set of tiny devices implanted under the skin, which detect microexpressions",A sociable humanoid robot,"An advanced computer system, designed to analyze microexpressions"
science-technology,What British naturalist published the first major scientific study on facial communication in 1872?,3,Leonardo Da Vinci,Alfred Brehm,James Edward Smith,Charles Darwin
science-technology,"In medicine, which of these brain disorders does the term prosopagnosia refer to?",3,The inability to express emotions,Misinterpretation of basic human expressions,Total indifference to others expressions,The Inability to recognize faces
science-technology,In which of these countries is showing negative facial expressions considered impolite and is therefore avoided?  Negative expressions are instead usually masked with smile or laughter.,3,Peru,Kenya,Indonesia,Japan
science-technology,What emotional state does the gesture of narrowed eyes convey?,0,"Threat, distrust","Satisfaction, joy","Sadness, frustration","Anger, excitement"
science-technology,Laughter is one of the first expressions of emotions babies learn to convey.  At about what age do babies start to laugh?,3,12 months,7 months,18 months,4 months
science-technology,"This organ contains many bacteria, which begin to digest surrounding organs immediately after death.",2,Liver,Stomach,Intestines,Rectum
science-technology,"In average conditions, approximately how many hours does it take for the dead bodys temperature to equalize with the surrounding environment?",3,12,48,26,24
science-technology,Which of the following happens three days after the moment of death?,2,The body starts to shrink,The body starts to emit smell,The body starts to swell,The nails are so loose that they can be pulled off
science-technology,"Because of the substance present in these structures of the human body, they can be preserved for centuries avoiding decomposition.",0,Teeth,Nails,Eyelashes,Eyeballs
science-technology,"Which part of the body is decomposed last, but before the bones?",1,Cartilages,Hair,Nails,Gall Bladder
science-technology,The term rigor mortis means this.,0,Stiffness of death,Swollen corpse,Blue corpse,Blue death
science-technology,A death erection is a post-mortem erection which occurs when a male individual dies vertically or face-down.  What causes this condition?,1,Having intercourse before death,Gravity causes the genitalia to fill up with blood,The body swells up,Bladder and Intestines empty
science-technology,"Due to this, there is almost no atmosphere on the Moon.",3,Lack of oxygen,Cold temperature,Excessive sunshine,Weak gravity
science-technology,The side of the Moon that we see is this.,3,Different every night,Different every two weeks,Different every month,The same every night
science-technology,The distance between the Moon and the Earth is approximately this much.,0,"238,897 miles (384,467km)","62,000 miles (100,000km)","155,342 miles (250,000 km)","260,975 miles (420,000 km)"
science-technology,The Moon is changing its position it relation to the Earth. In what way?,2,Getting closer,Moving along the Earths Y axis,Moving away,Moving along the Earths X axis
science-technology,Which factor ensures that many of the craters on the Moons surface remain well preserved in comparison to those on Earth?,2,The strong solar rays,The rotating movement,The lack of atmosphere,The influence of Earths gravity
science-technology,When was the Moon formed?,1,About 5.7 billion years ago,About 4.5 billion years ago,"About 300,000 years ago",About 1 billion years ago
science-technology,Moons shape is not quite round. What does it resemble?,0,Egg,Kiwi,Pear,Lemon
science-technology,A compass cannot be used on the Moon.  What factor is responsible for this?,0,Lack of a magnetic field,Influence of Earths gravity,Asteroid impacts,Lack of gravity on the Moon
science-technology,The Moon is taken into consideration when calculating the day of this religious celebration.,3,Thanksgiving,Memorial Day,Christmas,Easter
science-technology,The Moons diameter is approximately this long.,1,"2,796 miles (4,500 km)","2,154 miles (3,476 km)","5,567 miles (8,960 km)","7,145 miles (11,500 km)"
science-technology,"A large exposition at the Royal Observatory, Greenwich is devoted to horology, a science that studies what?",0,time,navigation,lenses,comets
science-technology,"These animals are the subject of study of coleopterology, which is a subfield of entomology.",3,jaguars,tigers,snakes,beetles
science-technology,A King Cobra and a frog would be subjects of study of what science?,3,autecology,astacology,reptology,herpetology
science-technology,"This species, considered to have colonized almost every landmass on Earth, is studied by myrmecology.",1,bees,ants,flies,hornets
science-technology,This material on the surface of a lithosphere is the subject of study of pedology.,3,turf,rock,rain,soil
science-technology,"This country, known for the worlds longest continuously used written language system, is the subject of study of sinology.",0,China,Singapore,Japan,Korea
science-technology,What national symbols are subject of study of vexillology?,0,flags,seals,national emblems,coat of arms
science-technology,"What is the subject of study of thanatology, personified in Greek mythology by Thanatos?",0,death,plague,birth,grave
science-technology,"This astral body, known as Earths only natural satellite, is the subject of study selenology.",3,Sun,Venus,Jupiter,Moon
science-technology,This contractile tissue of the body is the subject of study of myology.,3,blood cells,bones,hairs,muscles
science-technology,"What term is used to designate a hurricanes calm, low-pressure center around which winds of high velocity spin?",3,Outer rim,Eye wall,Rain bands,Eye
science-technology,What term refers to electric power produced by running or falling water?,3,Nuclear power,Aquatic power,Hydrothermal power,Hydroelectric power
science-technology,What term do scientists use to denote the gradual warming of the planet due to absorption of infrared radiation by the atmosphere?,0,Greenhouse effect,Ozone depletion,Atmospheric termoincrease,Global dimming
science-technology,These biological poisons damage bio systems on contact. The injuries they cause resemble burns.,2,Oxidizers,Halides,Corrosives,Neurotoxins
science-technology,Arsenic poisoning mainly disrupts this system.,1,Cardiovascular system,Digestive system,Endocrine system,Nervous system
science-technology,Poisoning by this substance is often referred to as painters colic.,0,Lead,Thallium,Barium,Chromium
science-technology,Troops who are likely to be attacked with chemical weapons often carry auto-injectors with this substance.,3,Solanine,Digoxin,Digitoxin,Atropine
science-technology,"Three of these snakes produce venom, lethal to humans.  Which one does not?",1,King Cobra,Desert Kingsnake,Mamba,Rattlesnake
science-technology,"In medical parlance, what is an A-line?",3,Anatomic line,Analog line,Afferent line,Arterial line
science-technology,"After reading the following, what will a doctor conclude? Pt presents 3 d S/P TURP, with c/o HA x 2 d.",0,The patient has a headache.,The patient recently had abdominal surgery.,The patient has no current complaints.,The patient is female.
science-technology,"What do abbreviations Rx, Tx, Hx and Sx mean?",2,"Pharmacy, Treatment Room, Hospital and Sanitorium","Renal, Thyroid, Uterine and Splenic","Prescription, Treatment, History and Symptom","Rectal, Thyroglossal, Hepatic and Splenic"
science-technology,"In medical jargon, what are PMH, PSH, SH and FH?",0,"Past medical history, Past surgical history, Social history and Family history","Post-medical healing, Post-surgical healing, Surgical healing and Functional healing","Posterior middle hyoid, Posterior superior hyoid, Superficial hyoid and Foramen hyoidium","Patient mental hospital, Patient surgical hospital, Social hospital, and Female hospital"
science-technology,"If the doctor writes, CNs 2-12 intact, which of the following would be true?",2,The patient is a man.,The cervical nerves are all functioning normally.,The patient is able to close and open the eyes.,All of the lymph nodes in the cervical chain are normal.
science-technology,"In medical parlance, what is an AKA?",2,An alcoholic,An antibiotic,The removal of a limb,A patient
science-technology,"If the doctor orders an EKG, what part of the body is going to be examined?",0,Heart,Brain,Peripheral Nerves,Abdomen
science-technology,"In medical jargon, FH: CAD (M), DM (F) implies what?",2,"The patients mother died of an aneurysm, and the patients father died of a myocardial infarction.","The patients mother had a stroke, and the patients father had diabetes mellitus.",The patients mother had heart disease and the patients father had diabetes.,The patients mother was an engineer and the patients father was a computer programmer.
